DATE,FROM,TO,AIRCRAFT,FLIGHT TIME,STD,ATD,STA,STATUS,FLIGHT NUMBER,AIRLINE
16 Apr 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4263),,,,,Landed 11:11 PM,5J405,Cebu Pacific
15 Apr 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4103),,,,,Landed 10:57 PM,5J405,Cebu Pacific
14 Apr 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4263),,,,,Landed 11:19 PM,5J405,Cebu Pacific
13 Apr 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4263),,,,,Landed 11:14 PM,5J405,Cebu Pacific
12 Apr 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3279),,,,,Landed 11:20 PM,5J405,Cebu Pacific
11 Apr 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 11:02 PM,5J405,Cebu Pacific
10 Apr 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 10:57 PM,5J405,Cebu Pacific
09 Apr 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 11:39 PM,5J405,Cebu Pacific
08 Apr 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:02 PM,5J405,Cebu Pacific
07 Apr 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4263),,,,,Landed 11:14 PM,5J405,Cebu Pacific
06 Apr 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4263),,,,,Landed 10:57 PM,5J405,Cebu Pacific
05 Apr 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4262),,,,,Landed 11:45 PM,5J405,Cebu Pacific
04 Apr 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4103),,,,,Landed 11:17 PM,5J405,Cebu Pacific
03 Apr 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4330),,,,,Landed 11:03 PM,5J405,Cebu Pacific
02 Apr 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4103),,,,,Landed 10:59 PM,5J405,Cebu Pacific
01 Apr 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 11:05 PM,5J405,Cebu Pacific
31 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4263),,,,,Landed 11:39 PM,5J405,Cebu Pacific
30 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4103),,,,,Landed 11:07 PM,5J405,Cebu Pacific
29 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4105),,,,,Landed 10:50 PM,5J405,Cebu Pacific
28 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 11:00 PM,5J405,Cebu Pacific
27 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 12:04 AM,5J405,Cebu Pacific
26 Mar 2025,Laoag City (LAO),Manila (MNL),A20N (RP-C4264),,,,,Landed 10:54 PM,5J405,Cebu Pacific
25 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4105),,,,,Landed 10:52 PM,5J405,Cebu Pacific
24 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 10:56 PM,5J405,Cebu Pacific
23 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 11:00 PM,5J405,Cebu Pacific
22 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 10:41 PM,5J405,Cebu Pacific
21 Mar 2025,Laoag City (LAO),Manila (MNL),A20N (RP-C4267),,,,,Landed 11:10 PM,5J405,Cebu Pacific
20 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 11:31 PM,5J405,Cebu Pacific
19 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 11:20 PM,5J405,Cebu Pacific
18 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 10:59 PM,5J405,Cebu Pacific
16 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 12:00 AM,5J405,Cebu Pacific
15 Mar 2025,Laoag City (LAO),Manila (MNL),A20N (RP-C4350),,,,,Landed 10:56 PM,5J405,Cebu Pacific
14 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:11 PM,5J405,Cebu Pacific
13 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 10:58 PM,5J405,Cebu Pacific
12 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 11:17 PM,5J405,Cebu Pacific
11 Mar 2025,Laoag City (LAO),Manila (MNL),A20N (RP-C4266),,,,,Landed 11:29 PM,5J405,Cebu Pacific
10 Mar 2025,Laoag City (LAO),Manila (MNL),A20N (RP-C4266),,,,,Landed 11:02 PM,5J405,Cebu Pacific
09 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 10:57 PM,5J405,Cebu Pacific
08 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 10:53 PM,5J405,Cebu Pacific
07 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 11:15 PM,5J405,Cebu Pacific
06 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 10:46 PM,5J405,Cebu Pacific
05 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 10:44 PM,5J405,Cebu Pacific
04 Mar 2025,Laoag City (LAO),Manila (MNL),A20N (RP-C4350),,,,,Landed 10:59 PM,5J405,Cebu Pacific
03 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 11:08 PM,5J405,Cebu Pacific
02 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 10:49 PM,5J405,Cebu Pacific
01 Mar 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 10:59 PM,5J405,Cebu Pacific
28 Feb 2025,Laoag City (LAO),Manila (MNL),A20N (RP-C4266),,,,,Landed 11:16 PM,5J405,Cebu Pacific
27 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4104),,,,,Landed 10:59 PM,5J405,Cebu Pacific
26 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4263),,,,,Landed 11:45 PM,5J405,Cebu Pacific
25 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 10:55 PM,5J405,Cebu Pacific
24 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:49 PM,5J405,Cebu Pacific
23 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 11:18 PM,5J405,Cebu Pacific
22 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:06 PM,5J405,Cebu Pacific
21 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 11:10 PM,5J405,Cebu Pacific
20 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4263),,,,,Landed 11:09 PM,5J405,Cebu Pacific
19 Feb 2025,Laoag City (LAO),Manila (MNL),A20N (RP-C4267),,,,,Landed 11:58 PM,5J405,Cebu Pacific
18 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 10:55 PM,5J405,Cebu Pacific
17 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 12:00 AM,5J405,Cebu Pacific
16 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4104),,,,,Landed 11:01 PM,5J405,Cebu Pacific
15 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:09 PM,5J405,Cebu Pacific
14 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:21 PM,5J405,Cebu Pacific
13 Feb 2025,Laoag City (LAO),Manila (MNL),A20N (RP-C4264),,,,,Landed 10:54 PM,5J405,Cebu Pacific
12 Feb 2025,Laoag City (LAO),Manila (MNL),A20N (RP-C4267),,,,,Landed 11:28 PM,5J405,Cebu Pacific
11 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4330),,,,,Landed 10:51 PM,5J405,Cebu Pacific
10 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 11:16 PM,5J405,Cebu Pacific
09 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 11:55 PM,5J405,Cebu Pacific
08 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 11:31 PM,5J405,Cebu Pacific
07 Feb 2025,Laoag City (LAO),Manila (MNL),A20N (RP-C4267),,,,,Landed 11:00 PM,5J405,Cebu Pacific
06 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 11:01 PM,5J405,Cebu Pacific
05 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 11:14 PM,5J405,Cebu Pacific
04 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 10:52 PM,5J405,Cebu Pacific
03 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 10:54 PM,5J405,Cebu Pacific
02 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 11:02 PM,5J405,Cebu Pacific
01 Feb 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4262),,,,,Landed 11:05 PM,5J405,Cebu Pacific
31 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4262),,,,,Landed 10:51 PM,5J405,Cebu Pacific
30 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 11:09 PM,5J405,Cebu Pacific
29 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 11:15 PM,5J405,Cebu Pacific
28 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4262),,,,,Landed 10:49 PM,5J405,Cebu Pacific
27 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 11:29 PM,5J405,Cebu Pacific
26 Jan 2025,Laoag City (LAO),Manila (MNL),A20N (RP-C4264),,,,,Landed 10:54 PM,5J405,Cebu Pacific
25 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3264),,,,,Landed 10:51 PM,5J405,Cebu Pacific
24 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4330),,,,,Landed 11:14 PM,5J405,Cebu Pacific
23 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4108),,,,,Landed 11:01 PM,5J405,Cebu Pacific
22 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 10:52 PM,5J405,Cebu Pacific
21 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 10:51 PM,5J405,Cebu Pacific
20 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3264),,,,,Landed 10:57 PM,5J405,Cebu Pacific
19 Jan 2025,Laoag City (LAO),Manila (MNL),A20N (RP-C4158),,,,,Landed 11:04 PM,5J405,Cebu Pacific
18 Jan 2025,Laoag City (LAO),Manila (MNL),A20N (RP-C4264),,,,,Landed 11:00 PM,5J405,Cebu Pacific
17 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 10:54 PM,5J405,Cebu Pacific
16 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 10:55 PM,5J405,Cebu Pacific
15 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4104),,,,,Landed 11:06 PM,5J405,Cebu Pacific
14 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4108),,,,,Landed 10:55 PM,5J405,Cebu Pacific
13 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 11:15 PM,5J405,Cebu Pacific
12 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 11:01 PM,5J405,Cebu Pacific
11 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 11:05 PM,5J405,Cebu Pacific
10 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4263),,,,,Landed 10:55 PM,5J405,Cebu Pacific
09 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 10:53 PM,5J405,Cebu Pacific
08 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4330),,,,,Landed 11:00 PM,5J405,Cebu Pacific
07 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 11:03 PM,5J405,Cebu Pacific
06 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4103),,,,,Landed 11:12 PM,5J405,Cebu Pacific
05 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 11:08 PM,5J405,Cebu Pacific
04 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4103),,,,,Landed 11:08 PM,5J405,Cebu Pacific
02 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:01 PM,5J405,Cebu Pacific
01 Jan 2025,Laoag City (LAO),Manila (MNL),A320 (RP-C4104),,,,,Landed 10:58 PM,5J405,Cebu Pacific
31 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4104),,,,,Landed 10:54 PM,5J405,Cebu Pacific
30 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 10:55 PM,5J405,Cebu Pacific
29 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 10:54 PM,5J405,Cebu Pacific
28 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4108),,,,,Landed 11:03 PM,5J405,Cebu Pacific
27 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 11:03 PM,5J405,Cebu Pacific
26 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 11:14 PM,5J405,Cebu Pacific
25 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4103),,,,,Landed 12:24 AM,5J405,Cebu Pacific
24 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 10:57 PM,5J405,Cebu Pacific
23 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 11:25 PM,5J405,Cebu Pacific
22 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 11:18 PM,5J405,Cebu Pacific
21 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 11:07 PM,5J405,Cebu Pacific
20 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 10:56 PM,5J405,Cebu Pacific
19 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4108),,,,,Landed 10:57 PM,5J405,Cebu Pacific
18 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:28 PM,5J405,Cebu Pacific
17 Dec 2024,Laoag City (LAO),Manila (MNL),A20N (RP-C4267),,,,,Landed 10:56 PM,5J405,Cebu Pacific
16 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 11:05 PM,5J405,Cebu Pacific
15 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 11:00 PM,5J405,Cebu Pacific
14 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4105),,,,,Landed 11:05 PM,5J405,Cebu Pacific
13 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 11:11 PM,5J405,Cebu Pacific
12 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4156),,,,,Landed 10:54 PM,5J405,Cebu Pacific
11 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4262),,,,,Landed 11:00 PM,5J405,Cebu Pacific
10 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4262),,,,,Landed 10:59 PM,5J405,Cebu Pacific
09 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 10:54 PM,5J405,Cebu Pacific
08 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4262),,,,,Landed 11:02 PM,5J405,Cebu Pacific
07 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 10:52 PM,5J405,Cebu Pacific
06 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 10:41 PM,5J405,Cebu Pacific
05 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4262),,,,,Landed 10:48 PM,5J405,Cebu Pacific
04 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 11:14 PM,5J405,Cebu Pacific
03 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4104),,,,,Landed 11:01 PM,5J405,Cebu Pacific
02 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 10:55 PM,5J405,Cebu Pacific
01 Dec 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4104),,,,,Landed 11:05 PM,5J405,Cebu Pacific
30 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 11:01 PM,5J405,Cebu Pacific
29 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 11:04 PM,5J405,Cebu Pacific
28 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 10:54 PM,5J405,Cebu Pacific
27 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 10:59 PM,5J405,Cebu Pacific
26 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4104),,,,,Landed 10:51 PM,5J405,Cebu Pacific
25 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 11:55 PM,5J405,Cebu Pacific
24 Nov 2024,Laoag City (LAO),Manila (MNL),A20N (RP-C4267),,,,,Landed 11:34 PM,5J405,Cebu Pacific
23 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 11:03 PM,5J405,Cebu Pacific
22 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3267),,,,,Landed 11:02 PM,5J405,Cebu Pacific
21 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3267),,,,,Landed 10:55 PM,5J405,Cebu Pacific
20 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3267),,,,,Landed 11:02 PM,5J405,Cebu Pacific
19 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4104),,,,,Landed 10:54 PM,5J405,Cebu Pacific
18 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3268),,,,,Landed 11:01 PM,5J405,Cebu Pacific
17 Nov 2024,Laoag City (LAO),Manila (MNL),A20N (RP-C4331),,,,,Landed 10:55 PM,5J405,Cebu Pacific
16 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3264),,,,,Landed 10:56 PM,5J405,Cebu Pacific
15 Nov 2024,Laoag City (LAO),Manila (MNL),A20N (RP-C4264),,,,,Landed 11:22 PM,5J405,Cebu Pacific
14 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:02 PM,5J405,Cebu Pacific
12 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4156),,,,,Landed 11:34 PM,5J405,Cebu Pacific
11 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4330),,,,,Landed 11:31 PM,5J405,Cebu Pacific
10 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4262),,,,,Landed 11:25 PM,5J405,Cebu Pacific
09 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 11:22 PM,5J405,Cebu Pacific
07 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3267),,,,,Landed 11:35 PM,5J405,Cebu Pacific
06 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4105),,,,,Landed 11:23 PM,5J405,Cebu Pacific
05 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4263),,,,,Landed 11:24 PM,5J405,Cebu Pacific
04 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3264),,,,,Landed 11:23 PM,5J405,Cebu Pacific
03 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3264),,,,,Landed 11:21 PM,5J405,Cebu Pacific
02 Nov 2024,Laoag City (LAO),Manila (MNL),A20N (RP-C4267),,,,,Landed 11:06 PM,5J405,Cebu Pacific
01 Nov 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4262),,,,,Landed 11:12 PM,5J405,Cebu Pacific
31 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4262),,,,,Landed 11:24 PM,5J405,Cebu Pacific
30 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3267),,,,,Landed 11:18 PM,5J405,Cebu Pacific
29 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 11:28 PM,5J405,Cebu Pacific
28 Oct 2024,Laoag City (LAO),Manila (MNL),A20N (RP-C4264),,,,,Landed 11:23 PM,5J405,Cebu Pacific
27 Oct 2024,Laoag City (LAO),Manila (MNL),A20N (RP-C4350),,,,,Landed 11:25 PM,5J405,Cebu Pacific
26 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 11:46 PM,5J405,Cebu Pacific
23 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4330),,,,,Landed 12:17 AM,5J405,Cebu Pacific
22 Oct 2024,Laoag City (LAO),Manila (MNL),A20N (RP-C4331),,,,,Landed 11:56 PM,5J405,Cebu Pacific
21 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4263),,,,,Landed 11:47 PM,5J405,Cebu Pacific
20 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4104),,,,,Landed 11:57 PM,5J405,Cebu Pacific
19 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4105),,,,,Landed 12:04 AM,5J405,Cebu Pacific
18 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3267),,,,,Landed 12:00 AM,5J405,Cebu Pacific
17 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3267),,,,,Landed 11:51 PM,5J405,Cebu Pacific
16 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:50 PM,5J405,Cebu Pacific
15 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:43 PM,5J405,Cebu Pacific
14 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4104),,,,,Landed 11:47 PM,5J405,Cebu Pacific
13 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4103),,,,,Landed 11:29 PM,5J405,Cebu Pacific
12 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 11:40 PM,5J405,Cebu Pacific
11 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4105),,,,,Landed 11:52 PM,5J405,Cebu Pacific
10 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4103),,,,,Landed 11:41 PM,5J405,Cebu Pacific
09 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3267),,,,,Landed 11:52 PM,5J405,Cebu Pacific
08 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3264),,,,,Landed 11:40 PM,5J405,Cebu Pacific
07 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:41 PM,5J405,Cebu Pacific
06 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 12:00 AM,5J405,Cebu Pacific
05 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4108),,,,,Landed 11:36 PM,5J405,Cebu Pacific
04 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 12:12 AM,5J405,Cebu Pacific
03 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 11:52 PM,5J405,Cebu Pacific
02 Oct 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3264),,,,,Landed 12:01 AM,5J405,Cebu Pacific
28 Sep 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4104),,,,,Landed 11:48 PM,5J405,Cebu Pacific
26 Sep 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4263),,,,,Landed 11:54 PM,5J405,Cebu Pacific
24 Sep 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 11:51 PM,5J405,Cebu Pacific
22 Sep 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3279),,,,,Landed 11:54 PM,5J405,Cebu Pacific
21 Sep 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 11:45 PM,5J405,Cebu Pacific
19 Sep 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 11:51 PM,5J405,Cebu Pacific
18 Sep 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3267),,,,,Landed 11:54 PM,5J405,Cebu Pacific
17 Sep 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3267),,,,,Landed 11:27 PM,5J405,Cebu Pacific
15 Sep 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 1:07 AM,5J405,Cebu Pacific
14 Sep 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 11:46 PM,5J405,Cebu Pacific
12 Sep 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3267),,,,,Landed 11:44 PM,5J405,Cebu Pacific
11 Sep 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3268),,,,,Landed 11:39 PM,5J405,Cebu Pacific
10 Sep 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4156),,,,,Landed 11:43 PM,5J405,Cebu Pacific
08 Sep 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4105),,,,,Landed 11:47 PM,5J405,Cebu Pacific
07 Sep 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 11:50 PM,5J405,Cebu Pacific
05 Sep 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:56 PM,5J405,Cebu Pacific
04 Sep 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 12:03 AM,5J405,Cebu Pacific
01 Sep 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3268),,,,,Landed 11:37 PM,5J405,Cebu Pacific
31 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 11:40 PM,5J405,Cebu Pacific
30 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3268),,,,,Landed 11:42 PM,5J405,Cebu Pacific
